cue target 1930, cosine similarity=0.09
stripe solid 1970, cosine similarity=0.11
stripe solid 1980, cosine similarity=0.14

stripe star 1930, cosine similarity=0.15
stripe star 1940, cosine similarity=0.16
stripe star 1950, cosine similarity=0.22
stripe star 1960, cosine similarity=0.17
stripe star 1970, cosine similarity=0.25
stripe star 1980, cosine similarity=0.16

stripe plaid 1930, cosine similarity=0.19
stripe plaid 1940, cosine similarity=0.00
stripe plaid 1950, cosine similarity=0.27
stripe plaid 1960, cosine similarity=0.20
stripe plaid 1970, cosine similarity=0.25
stripe plaid 1980, cosine similarity=0.18

stripe shirt 1930, cosine similarity=0.25
stripe shirt 1940, cosine similarity=0.30
stripe shirt 1950, cosine similarity=0.27
stripe shirt 1960, cosine similarity=0.24
stripe shirt 1970, cosine similarity=0.26
stripe shirt 1980, cosine similarity=0.26

stripe line 1930, cosine similarity=0.21
stripe line 1940, cosine similarity=0.22
stripe line 1950, cosine similarity=0.28
stripe line 1960, cosine similarity=0.15
stripe line 1970, cosine similarity=0.24
stripe line 1980, cosine similarity=0.23

stripe movie 1930, cosine similarity=-0.02
stripe movie 1940, cosine similarity=-0.05
stripe movie 1950, cosine similarity=0.05
stripe movie 1960, cosine similarity=0.14
stripe movie 1970, cosine similarity=0.10
stripe movie 1980, cosine similarity=0.09

stripe zebra 1930, cosine similarity=0.00
stripe zebra 1940, cosine similarity=0.00
stripe zebra 1950, cosine similarity=0.30
stripe zebra 1960, cosine similarity=0.26
stripe zebra 1970, cosine similarity=0.29
stripe zebra 1980, cosine similarity=0.07

stripe red 1930, cosine similarity=0.29
stripe red 1940, cosine similarity=0.32
stripe red 1950, cosine similarity=0.32
stripe red 1960, cosine similarity=0.28
stripe red 1970, cosine similarity=0.33
stripe red 1980, cosine similarity=0.28

stripe tiger 1930, cosine similarity=0.13
stripe tiger 1940, cosine similarity=0.20
stripe tiger 1950, cosine similarity=0.13
stripe tiger 1960, cosine similarity=0.11
stripe tiger 1970, cosine similarity=0.21
stripe tiger 1980, cosine similarity=0.21

stripe dot 1930, cosine similarity=0.21
stripe dot 1940, cosine similarity=0.16
stripe dot 1950, cosine similarity=0.29
stripe dot 1960, cosine similarity=0.20
stripe dot 1970, cosine similarity=0.17
stripe dot 1980, cosine similarity=0.20

stripe grief 1930, cosine similarity=0.04
stripe grief 1940, cosine similarity=0.02
stripe grief 1950, cosine similarity=0.03
stripe grief 1960, cosine similarity=0.05
stripe grief 1970, cosine similarity=0.01
stripe grief 1980, cosine similarity=0.03

stripe strip 1930, cosine similarity=0.22
stripe strip 1940, cosine similarity=0.23
stripe strip 1950, cosine similarity=0.32
stripe strip 1960, cosine similarity=0.21
stripe strip 1970, cosine similarity=0.25
stripe strip 1980, cosine similarity=0.26

stripe army 1930, cosine similarity=-0.06
stripe army 1940, cosine similarity=0.03
stripe army 1950, cosine similarity=0.00
stripe army 1960, cosine similarity=-0.05
stripe army 1970, cosine similarity=-0.06
stripe army 1980, cosine similarity=-0.03

stripe ball 1930, cosine similarity=0.19
stripe ball 1940, cosine similarity=0.15
stripe ball 1950, cosine similarity=0.22
stripe ball 1960, cosine similarity=0.14
stripe ball 1970, cosine similarity=0.14
stripe ball 1980, cosine similarity=0.20

stripe black 1930, cosine similarity=0.37
stripe black 1940, cosine similarity=0.34
stripe black 1950, cosine similarity=0.40
stripe black 1960, cosine similarity=0.35
stripe black 1970, cosine similarity=0.33
stripe black 1980, cosine similarity=0.30

stripe candy 1930, cosine similarity=0.06
stripe candy 1940, cosine similarity=0.07
stripe candy 1950, cosine similarity=-0.01
stripe candy 1960, cosine similarity=0.08
stripe candy 1970, cosine similarity=0.14
stripe candy 1980, cosine similarity=0.10

stripe cat 1930, cosine similarity=0.13
stripe cat 1940, cosine similarity=0.13
stripe cat 1950, cosine similarity=0.09
stripe cat 1960, cosine similarity=0.18
stripe cat 1970, cosine similarity=0.12
stripe cat 1980, cosine similarity=0.18

stripe color 1930, cosine similarity=0.26
stripe color 1940, cosine similarity=0.24
stripe color 1950, cosine similarity=0.29
stripe color 1960, cosine similarity=0.22
stripe color 1970, cosine similarity=0.21
stripe color 1980, cosine similarity=0.26

stripe hit 1930, cosine similarity=0.14
stripe hit 1940, cosine similarity=0.15
stripe hit 1950, cosine similarity=0.11
stripe hit 1960, cosine similarity=0.16
stripe hit 1970, cosine similarity=0.06
stripe hit 1980, cosine similarity=0.06

stripe long 1930, cosine similarity=0.04
stripe long 1940, cosine similarity=0.05
stripe long 1950, cosine similarity=0.09
stripe long 1960, cosine similarity=0.06
stripe long 1970, cosine similarity=0.06
stripe long 1980, cosine similarity=0.07

stripe vertical 1930, cosine similarity=0.24
stripe vertical 1940, cosine similarity=0.17
stripe vertical 1950, cosine similarity=0.18
stripe vertical 1960, cosine similarity=0.17
stripe vertical 1970, cosine similarity=0.24
stripe vertical 1980, cosine similarity=0.21

stripe war 1930, cosine similarity=-0.10
stripe war 1940, cosine similarity=-0.07
stripe war 1950, cosine similarity=-0.08
stripe war 1960, cosine similarity=-0.04
stripe war 1970, cosine similarity=-0.10
stripe war 1980, cosine similarity=-0.02

stripes stars 1930, cosine similarity=0.41
stripes stars 1940, cosine similarity=0.39
stripes stars 1950, cosine similarity=0.39
stripes stars 1960, cosine similarity=0.37
stripes stars 1970, cosine similarity=0.38
stripes stars 1980, cosine similarity=0.38

stripes flag 1930, cosine similarity=0.42
stripes flag 1940, cosine similarity=0.45
stripes flag 1950, cosine similarity=0.36
stripes flag 1960, cosine similarity=0.42
stripes flag 1970, cosine similarity=0.40
stripes flag 1980, cosine similarity=0.36

stripes zebra 1930, cosine similarity=0.00
stripes zebra 1940, cosine similarity=0.00
stripes zebra 1950, cosine similarity=0.40
stripes zebra 1960, cosine similarity=0.41
stripes zebra 1970, cosine similarity=0.35
stripes zebra 1980, cosine similarity=0.21

stripes colors 1930, cosine similarity=0.30
stripes colors 1940, cosine similarity=0.29
stripes colors 1950, cosine similarity=0.26
stripes colors 1960, cosine similarity=0.29
stripes colors 1970, cosine similarity=0.30
stripes colors 1980, cosine similarity=0.27

stripes lines 1930, cosine similarity=0.12
stripes lines 1940, cosine similarity=0.08
stripes lines 1950, cosine similarity=0.21
stripes lines 1960, cosine similarity=0.16
stripes lines 1970, cosine similarity=0.17
stripes lines 1980, cosine similarity=0.21

stripes army 1930, cosine similarity=0.05
stripes army 1940, cosine similarity=0.11
stripes army 1950, cosine similarity=0.10
stripes army 1960, cosine similarity=0.05
stripes army 1970, cosine similarity=0.09
stripes army 1980, cosine similarity=0.10

stripes jail 1930, cosine similarity=0.12
stripes jail 1940, cosine similarity=0.03
stripes jail 1950, cosine similarity=0.07
stripes jail 1960, cosine similarity=0.14
stripes jail 1970, cosine similarity=0.13
stripes jail 1980, cosine similarity=0.05

stripes polkadots 1930, cosine similarity=0.00
stripes polkadots 1940, cosine similarity=0.00
stripes polkadots 1950, cosine similarity=0.00
stripes polkadots 1960, cosine similarity=0.00
stripes polkadots 1970, cosine similarity=0.00
stripes polkadots 1980, cosine similarity=0.00

stripes shirt 1930, cosine similarity=0.27
stripes shirt 1940, cosine similarity=0.30
stripes shirt 1950, cosine similarity=0.29
stripes shirt 1960, cosine similarity=0.35
stripes shirt 1970, cosine similarity=0.37
stripes shirt 1980, cosine similarity=0.24

stripes military 1930, cosine similarity=0.05
stripes military 1940, cosine similarity=0.02
stripes military 1950, cosine similarity=0.04
stripes military 1960, cosine similarity=0.04
stripes military 1970, cosine similarity=-0.05
stripes military 1980, cosine similarity=-0.04

stripes movie 1930, cosine similarity=0.04
stripes movie 1940, cosine similarity=0.06
stripes movie 1950, cosine similarity=0.01
stripes movie 1960, cosine similarity=0.07
stripes movie 1970, cosine similarity=0.08
stripes movie 1980, cosine similarity=0.03

stripes murray 1930, cosine similarity=-0.10
stripes murray 1940, cosine similarity=0.02
stripes murray 1950, cosine similarity=-0.06
stripes murray 1960, cosine similarity=-0.03
stripes murray 1970, cosine similarity=0.02
stripes murray 1980, cosine similarity=0.13

stripes prison 1930, cosine similarity=0.15
stripes prison 1940, cosine similarity=-0.01
stripes prison 1950, cosine similarity=0.08
stripes prison 1960, cosine similarity=0.14
stripes prison 1970, cosine similarity=0.14
stripes prison 1980, cosine similarity=0.06

stripes sergeant 1930, cosine similarity=0.19
stripes sergeant 1940, cosine similarity=0.22
stripes sergeant 1950, cosine similarity=0.28
stripes sergeant 1960, cosine similarity=0.24
stripes sergeant 1970, cosine similarity=0.24
stripes sergeant 1980, cosine similarity=0.19

stripes tiger 1930, cosine similarity=0.20
stripes tiger 1940, cosine similarity=0.24
stripes tiger 1950, cosine similarity=0.22
stripes tiger 1960, cosine similarity=0.17
stripes tiger 1970, cosine similarity=0.19
stripes tiger 1980, cosine similarity=0.20

stripes uniform 1930, cosine similarity=0.14
stripes uniform 1940, cosine similarity=0.23
stripes uniform 1950, cosine similarity=0.19
stripes uniform 1960, cosine similarity=0.16
stripes uniform 1970, cosine similarity=0.20
stripes uniform 1980, cosine similarity=0.14

strive try 1930, cosine similarity=0.31
strive try 1940, cosine similarity=0.29
strive try 1950, cosine similarity=0.37
strive try 1960, cosine similarity=0.31
strive try 1970, cosine similarity=0.36
strive try 1980, cosine similarity=0.41

strive achieve 1930, cosine similarity=0.44
strive achieve 1940, cosine similarity=0.44
strive achieve 1950, cosine similarity=0.45
strive achieve 1960, cosine similarity=0.52
strive achieve 1970, cosine similarity=0.52
strive achieve 1980, cosine similarity=0.49

strive goal 1930, cosine similarity=0.42
strive goal 1940, cosine similarity=0.41
strive goal 1950, cosine similarity=0.43
strive goal 1960, cosine similarity=0.45
strive goal 1970, cosine similarity=0.48
strive goal 1980, cosine similarity=0.47

strive work 1930, cosine similarity=0.07
strive work 1940, cosine similarity=0.18
strive work 1950, cosine similarity=0.19
strive work 1960, cosine similarity=0.19
strive work 1970, cosine similarity=0.18
strive work 1980, cosine similarity=0.21

strive success 1930, cosine similarity=0.05
strive success 1940, cosine similarity=0.06
strive success 1950, cosine similarity=0.08
strive success 1960, cosine similarity=0.13
strive success 1970, cosine similarity=0.17
strive success 1980, cosine similarity=0.15

strive go 1930, cosine similarity=0.17
strive go 1940, cosine similarity=0.18
strive go 1950, cosine similarity=0.17
strive go 1960, cosine similarity=0.19
strive go 1970, cosine similarity=0.20
strive go 1980, cosine similarity=0.20

strive yearn 1930, cosine similarity=0.10
strive yearn 1940, cosine similarity=0.07
strive yearn 1950, cosine similarity=0.12
strive yearn 1960, cosine similarity=0.17
strive yearn 1970, cosine similarity=0.15
strive yearn 1980, cosine similarity=0.13

strive ambition 1930, cosine similarity=0.33
strive ambition 1940, cosine similarity=0.31
strive ambition 1950, cosine similarity=0.31
strive ambition 1960, cosine similarity=0.29
strive ambition 1970, cosine similarity=0.36
strive ambition 1980, cosine similarity=0.36

strive excel 1930, cosine similarity=0.36
strive excel 1940, cosine similarity=0.29
strive excel 1950, cosine similarity=0.33
strive excel 1960, cosine similarity=0.30
strive excel 1970, cosine similarity=0.26
strive excel 1980, cosine similarity=0.23

strive aim 1930, cosine similarity=0.35
strive aim 1940, cosine similarity=0.41
strive aim 1950, cosine similarity=0.39
strive aim 1960, cosine similarity=0.41
strive aim 1970, cosine similarity=0.38
strive aim 1980, cosine similarity=0.35

strive hard 1930, cosine similarity=0.17
strive hard 1940, cosine similarity=0.18
strive hard 1950, cosine similarity=0.17
strive hard 1960, cosine similarity=0.21
strive hard 1970, cosine similarity=0.22
strive hard 1980, cosine similarity=0.23

strive seek 1930, cosine similarity=0.38
strive seek 1940, cosine similarity=0.42
strive seek 1950, cosine similarity=0.47
strive seek 1960, cosine similarity=0.48
strive seek 1970, cosine similarity=0.43
strive seek 1980, cosine similarity=0.47

strive determination 1930, cosine similarity=0.10
strive determination 1940, cosine similarity=0.11
strive determination 1950, cosine similarity=0.04
strive determination 1960, cosine similarity=0.16
strive determination 1970, cosine similarity=0.12
strive determination 1980, cosine similarity=0.17

strive forth 1930, cosine similarity=0.11
strive forth 1940, cosine similarity=0.12
strive forth 1950, cosine similarity=0.13
strive forth 1960, cosine similarity=0.11
strive forth 1970, cosine similarity=0.07
strive forth 1980, cosine similarity=0.13

strive need 1930, cosine similarity=0.15
strive need 1940, cosine similarity=0.19
strive need 1950, cosine similarity=0.30
strive need 1960, cosine similarity=0.24
strive need 1970, cosine similarity=0.36
strive need 1980, cosine similarity=0.34

strive reach 1930, cosine similarity=0.15
strive reach 1940, cosine similarity=0.18
strive reach 1950, cosine similarity=0.22
strive reach 1960, cosine similarity=0.25
strive reach 1970, cosine similarity=0.25
strive reach 1980, cosine similarity=0.25

strive run 1930, cosine similarity=0.18
strive run 1940, cosine similarity=0.08
strive run 1950, cosine similarity=0.12
strive run 1960, cosine similarity=0.17
strive run 1970, cosine similarity=0.16
strive run 1980, cosine similarity=0.14

strive want 1930, cosine similarity=0.21
strive want 1940, cosine similarity=0.23
strive want 1950, cosine similarity=0.27
strive want 1960, cosine similarity=0.26
strive want 1970, cosine similarity=0.31
strive want 1980, cosine similarity=0.28

stroke heart attack 1930, cosine similarity=0.00
stroke heart attack 1940, cosine similarity=0.00
stroke heart attack 1950, cosine similarity=0.00
stroke heart attack 1960, cosine similarity=0.00
stroke heart attack 1970, cosine similarity=0.00
stroke heart attack 1980, cosine similarity=0.00

stroke pet 1930, cosine similarity=-0.05
stroke pet 1940, cosine similarity=-0.04
stroke pet 1950, cosine similarity=0.01
stroke pet 1960, cosine similarity=0.03
stroke pet 1970, cosine similarity=0.06
stroke pet 1980, cosine similarity=0.01

stroke heart 1930, cosine similarity=0.08
stroke heart 1940, cosine similarity=0.11
stroke heart 1950, cosine similarity=0.17
stroke heart 1960, cosine similarity=0.27
stroke heart 1970, cosine similarity=0.37
stroke heart 1980, cosine similarity=0.33

stroke swim 1930, cosine similarity=0.09
stroke swim 1940, cosine similarity=0.13
stroke swim 1950, cosine similarity=0.17
stroke swim 1960, cosine similarity=0.15
stroke swim 1970, cosine similarity=0.15
stroke swim 1980, cosine similarity=0.16

stroke caress 1930, cosine similarity=0.05
stroke caress 1940, cosine similarity=0.14
stroke caress 1950, cosine similarity=0.13
stroke caress 1960, cosine similarity=0.09
stroke caress 1970, cosine similarity=0.11
stroke caress 1980, cosine similarity=0.20

stroke die 1930, cosine similarity=0.07
stroke die 1940, cosine similarity=0.15
stroke die 1950, cosine similarity=0.12
stroke die 1960, cosine similarity=0.12
stroke die 1970, cosine similarity=0.17
stroke die 1980, cosine similarity=0.12

stroke rub 1930, cosine similarity=0.10
stroke rub 1940, cosine similarity=0.14
stroke rub 1950, cosine similarity=-0.01
stroke rub 1960, cosine similarity=0.09
stroke rub 1970, cosine similarity=0.12
stroke rub 1980, cosine similarity=0.07

stroke death 1930, cosine similarity=0.09
stroke death 1940, cosine similarity=0.12
stroke death 1950, cosine similarity=0.06
stroke death 1960, cosine similarity=0.22
stroke death 1970, cosine similarity=0.22
stroke death 1980, cosine similarity=0.14

stroke feel 1930, cosine similarity=0.07
stroke feel 1940, cosine similarity=0.03
stroke feel 1950, cosine similarity=-0.02
stroke feel 1960, cosine similarity=0.03
stroke feel 1970, cosine similarity=0.04
stroke feel 1980, cosine similarity=0.04

stroke golf 1930, cosine similarity=0.01
stroke golf 1940, cosine similarity=0.07
stroke golf 1950, cosine similarity=0.04
stroke golf 1960, cosine similarity=0.09
stroke golf 1970, cosine similarity=-0.00
stroke golf 1980, cosine similarity=-0.05

stroke hit 1930, cosine similarity=0.18
stroke hit 1940, cosine similarity=0.21
stroke hit 1950, cosine similarity=0.20
stroke hit 1960, cosine similarity=0.20
stroke hit 1970, cosine similarity=0.25
stroke hit 1980, cosine similarity=0.14

stroke brain 1930, cosine similarity=0.05
stroke brain 1940, cosine similarity=0.07
stroke brain 1950, cosine similarity=0.10
stroke brain 1960, cosine similarity=0.15
stroke brain 1970, cosine similarity=0.18
stroke brain 1980, cosine similarity=0.21

stroke cat 1930, cosine similarity=0.12
stroke cat 1940, cosine similarity=0.08
stroke cat 1950, cosine similarity=0.13
stroke cat 1960, cosine similarity=0.08
stroke cat 1970, cosine similarity=0.13
stroke cat 1980, cosine similarity=0.08

stroke comfort 1930, cosine similarity=-0.10
stroke comfort 1940, cosine similarity=-0.13
stroke comfort 1950, cosine similarity=-0.03
stroke comfort 1960, cosine similarity=-0.03
stroke comfort 1970, cosine similarity=0.01
stroke comfort 1980, cosine similarity=-0.01

stroke heat 1930, cosine similarity=0.09
stroke heat 1940, cosine similarity=0.13
stroke heat 1950, cosine similarity=0.18
stroke heat 1960, cosine similarity=0.17
stroke heat 1970, cosine similarity=0.16
stroke heat 1980, cosine similarity=0.17

stroke illness 1930, cosine similarity=0.14
stroke illness 1940, cosine similarity=0.14
stroke illness 1950, cosine similarity=0.11
stroke illness 1960, cosine similarity=0.17
stroke illness 1970, cosine similarity=0.18
stroke illness 1980, cosine similarity=0.20

stroke movement 1930, cosine similarity=0.11
stroke movement 1940, cosine similarity=0.09
stroke movement 1950, cosine similarity=0.07
stroke movement 1960, cosine similarity=0.05
stroke movement 1970, cosine similarity=0.01
stroke movement 1980, cosine similarity=0.04

stroke oar 1930, cosine similarity=0.20
stroke oar 1940, cosine similarity=0.23
stroke oar 1950, cosine similarity=0.31
stroke oar 1960, cosine similarity=0.21
stroke oar 1970, cosine similarity=0.23
stroke oar 1980, cosine similarity=0.18

stroke old 1930, cosine similarity=0.01
stroke old 1940, cosine similarity=-0.04
stroke old 1950, cosine similarity=0.01
stroke old 1960, cosine similarity=0.02
stroke old 1970, cosine similarity=0.05
stroke old 1980, cosine similarity=0.01

stroke pain 1930, cosine similarity=0.09
stroke pain 1940, cosine similarity=0.08
stroke pain 1950, cosine similarity=0.05
stroke pain 1960, cosine similarity=0.19
stroke pain 1970, cosine similarity=0.14
stroke pain 1980, cosine similarity=0.18

stroke patient 1930, cosine similarity=0.04
stroke patient 1940, cosine similarity=0.04
stroke patient 1950, cosine similarity=0.07
stroke patient 1960, cosine similarity=0.17
stroke patient 1970, cosine similarity=0.14
stroke patient 1980, cosine similarity=0.20

stroke penis 1930, cosine similarity=0.11
stroke penis 1940, cosine similarity=0.14
stroke penis 1950, cosine similarity=0.16
stroke penis 1960, cosine similarity=0.12
stroke penis 1970, cosine similarity=0.03
stroke penis 1980, cosine similarity=0.11

stroke sex 1930, cosine similarity=-0.08
stroke sex 1940, cosine similarity=-0.08
stroke sex 1950, cosine similarity=-0.07
stroke sex 1960, cosine similarity=-0.07
stroke sex 1970, cosine similarity=-0.06
stroke sex 1980, cosine similarity=0.00

stroke sick 1930, cosine similarity=-0.06
stroke sick 1940, cosine similarity=-0.01
stroke sick 1950, cosine similarity=-0.01
stroke sick 1960, cosine similarity=0.11
stroke sick 1970, cosine similarity=0.11
stroke sick 1980, cosine similarity=0.03

stroke swing 1930, cosine similarity=0.23
stroke swing 1940, cosine similarity=0.15
stroke swing 1950, cosine similarity=0.10
stroke swing 1960, cosine similarity=0.19
stroke swing 1970, cosine similarity=0.19
stroke swing 1980, cosine similarity=0.09

stroke touch 1930, cosine similarity=0.14
stroke touch 1940, cosine similarity=0.12
stroke touch 1950, cosine similarity=0.12
stroke touch 1960, cosine similarity=0.15
stroke touch 1970, cosine similarity=0.12
stroke touch 1980, cosine similarity=0.08

strong weak 1930, cosine similarity=0.48
strong weak 1940, cosine similarity=0.48
strong weak 1950, cosine similarity=0.53
strong weak 1960, cosine similarity=0.48
strong weak 1970, cosine similarity=0.50
strong weak 1980, cosine similarity=0.48

strong muscle 1930, cosine similarity=0.04
strong muscle 1940, cosine similarity=0.15
strong muscle 1950, cosine similarity=0.04
strong muscle 1960, cosine similarity=0.08
strong muscle 1970, cosine similarity=0.02
strong muscle 1980, cosine similarity=0.04

strong arm 1930, cosine similarity=0.15
strong arm 1940, cosine similarity=0.18
strong arm 1950, cosine similarity=0.13
strong arm 1960, cosine similarity=0.17
strong arm 1970, cosine similarity=0.20
strong arm 1980, cosine similarity=0.12

strong big 1930, cosine similarity=0.23
strong big 1940, cosine similarity=0.20
strong big 1950, cosine similarity=0.23
strong big 1960, cosine similarity=0.18
strong big 1970, cosine similarity=0.18
strong big 1980, cosine similarity=0.27

strong strength 1930, cosine similarity=0.35
strong strength 1940, cosine similarity=0.30
strong strength 1950, cosine similarity=0.32
strong strength 1960, cosine similarity=0.29
strong strength 1970, cosine similarity=0.33
strong strength 1980, cosine similarity=0.32

strong hold 1930, cosine similarity=0.20
strong hold 1940, cosine similarity=0.20
strong hold 1950, cosine similarity=0.16
strong hold 1960, cosine similarity=0.20
strong hold 1970, cosine similarity=0.23
strong hold 1980, cosine similarity=0.23

strong man 1930, cosine similarity=0.17
strong man 1940, cosine similarity=0.13
strong man 1950, cosine similarity=0.25
strong man 1960, cosine similarity=0.13
strong man 1970, cosine similarity=0.21
strong man 1980, cosine similarity=0.19

strong weights 1930, cosine similarity=0.00
strong weights 1940, cosine similarity=-0.01
strong weights 1950, cosine similarity=-0.00
strong weights 1960, cosine similarity=0.01
strong weights 1970, cosine similarity=-0.02
strong weights 1980, cosine similarity=-0.05

strong sturdy 1930, cosine similarity=0.29
strong sturdy 1940, cosine similarity=0.30
strong sturdy 1950, cosine similarity=0.33
strong sturdy 1960, cosine similarity=0.30
strong sturdy 1970, cosine similarity=0.30
strong sturdy 1980, cosine similarity=0.23

strong tough 1930, cosine similarity=0.28
strong tough 1940, cosine similarity=0.32
strong tough 1950, cosine similarity=0.32
strong tough 1960, cosine similarity=0.26
strong tough 1970, cosine similarity=0.24
strong tough 1980, cosine similarity=0.18

strong will 1930, cosine similarity=0.08
strong will 1940, cosine similarity=0.14
strong will 1950, cosine similarity=0.04
strong will 1960, cosine similarity=0.12
strong will 1970, cosine similarity=0.12
strong will 1980, cosine similarity=0.11

structure building 1930, cosine similarity=0.37
structure building 1940, cosine similarity=0.22
structure building 1950, cosine similarity=0.27
structure building 1960, cosine similarity=0.26
structure building 1970, cosine similarity=0.20
structure building 1980, cosine similarity=0.18

structure form 1930, cosine similarity=0.27
structure form 1940, cosine similarity=0.27
structure form 1950, cosine similarity=0.23
structure form 1960, cosine similarity=0.26
structure form 1970, cosine similarity=0.20
structure form 1980, cosine similarity=0.17

structure build 1930, cosine similarity=0.25
structure build 1940, cosine similarity=0.20
structure build 1950, cosine similarity=0.23
structure build 1960, cosine similarity=0.19
structure build 1970, cosine similarity=0.13
structure build 1980, cosine similarity=0.11

structure house 1930, cosine similarity=0.04
structure house 1940, cosine similarity=0.01
structure house 1950, cosine similarity=0.05
structure house 1960, cosine similarity=-0.00
structure house 1970, cosine similarity=-0.03
structure house 1980, cosine similarity=-0.03

structure design 1930, cosine similarity=0.25
structure design 1940, cosine similarity=0.30
structure design 1950, cosine similarity=0.26
structure design 1960, cosine similarity=0.26
structure design 1970, cosine similarity=0.21
structure design 1980, cosine similarity=0.27

structure engineer 1930, cosine similarity=-0.04
structure engineer 1940, cosine similarity=-0.01
structure engineer 1950, cosine similarity=-0.05
structure engineer 1960, cosine similarity=-0.01
structure engineer 1970, cosine similarity=-0.03
structure engineer 1980, cosine similarity=0.04

structure foundation 1930, cosine similarity=0.27
structure foundation 1940, cosine similarity=0.24
structure foundation 1950, cosine similarity=0.19
structure foundation 1960, cosine similarity=0.14
structure foundation 1970, cosine similarity=0.10
structure foundation 1980, cosine similarity=0.07

structure frame 1930, cosine similarity=0.31
structure frame 1940, cosine similarity=0.25
structure frame 1950, cosine similarity=0.26
structure frame 1960, cosine similarity=0.24
structure frame 1970, cosine similarity=0.21
structure frame 1980, cosine similarity=0.22

structure order 1930, cosine similarity=0.09
structure order 1940, cosine similarity=0.08
structure order 1950, cosine similarity=0.03
structure order 1960, cosine similarity=0.08
structure order 1970, cosine similarity=0.06
structure order 1980, cosine similarity=0.07

structure outline 1930, cosine similarity=0.28
structure outline 1940, cosine similarity=0.28
structure outline 1950, cosine similarity=0.31
structure outline 1960, cosine similarity=0.29
structure outline 1970, cosine similarity=0.29
structure outline 1980, cosine similarity=0.27

structure sentence 1930, cosine similarity=0.17
structure sentence 1940, cosine similarity=0.16
structure sentence 1950, cosine similarity=0.16
structure sentence 1960, cosine similarity=0.21
structure sentence 1970, cosine similarity=0.26
structure sentence 1980, cosine similarity=0.20

structure statue 1930, cosine similarity=0.08
structure statue 1940, cosine similarity=-0.04
structure statue 1950, cosine similarity=0.02
structure statue 1960, cosine similarity=0.01
structure statue 1970, cosine similarity=-0.02
structure statue 1980, cosine similarity=0.01

structure strong 1930, cosine similarity=0.01
structure strong 1940, cosine similarity=0.05
structure strong 1950, cosine similarity=-0.02
structure strong 1960, cosine similarity=0.08
structure strong 1970, cosine similarity=0.07
structure strong 1980, cosine similarity=0.09

structure way 1930, cosine similarity=0.02
structure way 1940, cosine similarity=-0.02
structure way 1950, cosine similarity=-0.04
structure way 1960, cosine similarity=0.00
structure way 1970, cosine similarity=-0.01
structure way 1980, cosine similarity=-0.01

struggle fight 1930, cosine similarity=0.53
struggle fight 1940, cosine similarity=0.56
struggle fight 1950, cosine similarity=0.54
struggle fight 1960, cosine similarity=0.54
struggle fight 1970, cosine similarity=0.54
struggle fight 1980, cosine similarity=0.53

struggle hard 1930, cosine similarity=0.19
struggle hard 1940, cosine similarity=0.28
struggle hard 1950, cosine similarity=0.18
struggle hard 1960, cosine similarity=0.25
struggle hard 1970, cosine similarity=0.15
struggle hard 1980, cosine similarity=0.19

struggle survive 1930, cosine similarity=0.29
struggle survive 1940, cosine similarity=0.29
struggle survive 1950, cosine similarity=0.24
struggle survive 1960, cosine similarity=0.23
struggle survive 1970, cosine similarity=0.26
struggle survive 1980, cosine similarity=0.31

struggle life 1930, cosine similarity=0.24
struggle life 1940, cosine similarity=0.19
struggle life 1950, cosine similarity=0.25
struggle life 1960, cosine similarity=0.20
struggle life 1970, cosine similarity=0.25
struggle life 1980, cosine similarity=0.20

struggle easy 1930, cosine similarity=0.04
struggle easy 1940, cosine similarity=0.02
struggle easy 1950, cosine similarity=0.01
struggle easy 1960, cosine similarity=0.10
struggle easy 1970, cosine similarity=0.01
struggle easy 1980, cosine similarity=0.02

struggle tough 1930, cosine similarity=0.01
struggle tough 1940, cosine similarity=0.06
struggle tough 1950, cosine similarity=0.09
struggle tough 1960, cosine similarity=0.03
struggle tough 1970, cosine similarity=0.11
struggle tough 1980, cosine similarity=0.07

struggle wrestle 1930, cosine similarity=0.19
struggle wrestle 1940, cosine similarity=0.08
struggle wrestle 1950, cosine similarity=0.17
struggle wrestle 1960, cosine similarity=0.14
struggle wrestle 1970, cosine similarity=0.12
struggle wrestle 1980, cosine similarity=0.14

struggle freedom 1930, cosine similarity=0.20
struggle freedom 1940, cosine similarity=0.24
struggle freedom 1950, cosine similarity=0.29
struggle freedom 1960, cosine similarity=0.32
struggle freedom 1970, cosine similarity=0.33
struggle freedom 1980, cosine similarity=0.30

struggle hurt 1930, cosine similarity=-0.05
struggle hurt 1940, cosine similarity=-0.05
struggle hurt 1950, cosine similarity=-0.01
struggle hurt 1960, cosine similarity=-0.01
struggle hurt 1970, cosine similarity=-0.00
struggle hurt 1980, cosine similarity=-0.00

struggle rape 1930, cosine similarity=-0.03
struggle rape 1940, cosine similarity=0.02
struggle rape 1950, cosine similarity=0.07
struggle rape 1960, cosine similarity=0.04
struggle rape 1970, cosine similarity=-0.00
struggle rape 1980, cosine similarity=0.05

struggle school 1930, cosine similarity=-0.09
struggle school 1940, cosine similarity=-0.12
struggle school 1950, cosine similarity=-0.08
struggle school 1960, cosine similarity=-0.10
struggle school 1970, cosine similarity=-0.09
